<unk>	0
<s>	0
</s>	0
▁	-2.7144
,	-3.18283
.	-3.94107
:	-4.07795
s	-4.53866
▁/	-5.00213
)	-5.04667
▁-	-5.11587
-	-5.16462
▁(	-5.22494
;	-5.33582
ຂອງ	-5.44601
▁ແລະ	-5.50586
ແລະ	-5.62142
▁_	-5.64004
▁&	-5.68187
▁ການ	-5.82394
▁1	-6.0401
gt	-6.04433
ໃນ	-6.07852
ການ	-6.0855
D	-6.09485
m	-6.11816
▁2	-6.1351
ing	-6.16661
▁C	-6.16874
▁A	-6.16999
y	-6.17299
ທີ່	-6.19027
d	-6.23138
er	-6.23358
▁...	-6.23559
▁S	-6.23604
r	-6.23805
3	-6.25095
C	-6.25842
▁ໃນ	-6.27122
/	-6.28973
▁3	-6.30495
A	-6.31368
▁T	-6.33976
2	-6.34227
mm	-6.35008
x	-6.35027
▁B	-6.35052
▁$	-6.36581
g	-6.42554
n	-6.43323
S	-6.43627
amp	-6.43935
▁5	-6.45453
▁ຂອງ	-6.48151
4	-6.49607
▁4	-6.50501
▁–	-6.508
com	-6.52028
M	-6.52512
in	-6.52623
ເປັນ	-6.53726
!	-6.58148
on	-6.58255
▁M	-6.58457
▁ສໍາລັບ	-6.60982
▁ທີ່	-6.61916
▁2018	-6.62468
L	-6.62678
ed	-6.6348
▁Co	-6.64773
an	-6.65548
ສໍາລັບ	-6.661
B	-6.67987
1	-6.68068
▁P	-6.68159
▁ຈີນ	-6.69363
e	-6.70612
▁L	-6.70982
T	-6.71096
▁ເຄື່ອງ	-6.71113
▁10	-6.72174
▁H	-6.73181
ໄດ້	-6.73501
i	-6.73641
al	-6.76721
"	-6.77409
▁D	-6.78377
t	-6.78661
ກັບ	-6.78912
▁ໂດຍ	-6.79006
G	-6.80599
▁R	-6.8161
V	-6.81703
5	-6.82274
▁+	-6.82527
W	-6.84829
▁ຫນ້າທໍາອິດ	-6.85184
▁ຜະລິດຕະພັນ	-6.85919
▁tattoos	-6.87096
▁ສະ	-6.8825
▁E	-6.8918
▁ມີ	-6.89467
▁"	-6.90361
en	-6.92014
▁2019	-6.92165
▁ໄດ້	-6.93063
ນ	-6.93662
▁K	-6.98105
?	-6.99666
▁*	-6.99697
▁F	-7.0067
k	-7.00799
▁Dust	-7.01406
ມີ	-7.01659
P	-7.0196
▁6	-7.02859
or	-7.03141
▁ແມ່ນ	-7.0405
c	-7.04423
▁G	-7.04464
F	-7.04607
▁2017	-7.05171
20	-7.07535
K	-7.07623
▁8	-7.10264
▁Printer	-7.10952
▁ກັບ	-7.12125
a	-7.13235
▁ສໍາ	-7.13662
H	-7.1432
N	-7.14377
▁ຜູ້ຜະລິດ	-7.14623
