<unk>	0
<s>	0
</s>	0
▁	-2.67784
,	-3.88337
.	-4.23351
:	-4.39559
;	-4.41113
▁&	-4.69233
-	-4.97222
)	-5.006
▁។	-5.00775
s	-5.09821
amp	-5.11057
▁(	-5.1262
▁#	-5.27028
។	-5.29032
▁160;	-5.36689
▁និង	-5.39717
▁-	-5.42338
▁ការ	-5.42904
▁/	-5.43478
▁បាន	-5.49729
gt	-5.5228
/	-5.57441
▁1	-5.67967
និង	-5.74458
▁ដែល	-5.76488
▁អ្នក	-5.77
e	-5.81973
▁នៅ	-5.95224
%	-5.98446
▁របស់	-6.13477
▁2	-6.14585
នៃ	-6.16554
▁ជា	-6.20737
▁ក្នុង	-6.27793
▁មាន	-6.29
ការ	-6.29391
2	-6.30011
▁នេះ	-6.33203
▁សម្រាប់	-6.35961
lt	-6.36988
សម្រាប់	-6.38017
▁_	-6.39009
▁3	-6.39112
▁កម្មវិធី	-6.43216
▁ដោយ	-6.4582
com	-6.46101
▁S	-6.46689
D	-6.497
▁៖	-6.52205
របស់	-6.55246
▁ត្រូវ	-6.56582
នេះ	-6.58498
S	-6.59385
▁start	-6.60206
!	-6.6026
▁5	-6.60545
y	-6.6057
▁ឬ	-6.60901
▁dur	-6.6132
"&	-6.6196
បាន	-6.63685
▁4	-6.63762
in	-6.6434
"	-6.64866
er	-6.64892
3	-6.65578
x	-6.67425
▁មិន	-6.68363
p	-6.6857
?	-6.69022
▁អាច	-6.71102
ដែល	-6.71284
នៅ	-6.71557
A	-6.71703
▁ទៅ	-6.72373
▁kgm	-6.72849
ន	-6.73122
▁ប្រើ	-6.73475
▁A	-6.74089
4	-6.7424
▁នឹង	-6.74772
▁P	-6.75212
ពី	-6.75248
d	-6.7538
://	-6.76244
នៅក្នុង	-6.76359
C	-6.76697
▁ដើម្បី	-6.77556
▁...	-6.78555
ing	-6.78879
▁ឯកសារ	-6.79811
m	-6.81845
▁in	-6.82508
▁T	-6.83182
▁–	-6.85186
▁10	-6.85253
មួយ	-6.8535
រ	-6.85481
▁C	-6.85668
▁ពី	-6.8576
▁កំណត់	-6.86454
▁វា	-6.86885
▁K	-6.87029
a	-6.87286
▁6	-6.87432
ជា	-6.88745
▁មួយ	-6.89116
b	-6.89187
...	-6.89378
_	-6.89598
▁នៃ	-6.89794
ស	-6.90751
▁$	-6.92364
ដោយ	-6.93312
▁ហើយ	-6.93327
មាន	-6.93877
▁"	-6.94651
▁លោក	-6.94684
ក	-6.97936
n	-6.98027
v	-6.99983
@	-7.00443
▁ខែ	-7.00668
1	-7.0092
អ្នក	-7.01897
o	-7.02879
▁ឆ្នាំ	-7.03121
ម	-7.04122
▁2018	-7.0484
