<unk>	0
<s>	0
</s>	0
▁	-2.37327
,	-3.99847
.	-4.28668
:	-4.4995
;	-4.54601
▁&	-4.82968
s	-4.95147
-	-4.96913
)	-5.10177
▁។	-5.16463
▁(	-5.22493
amp	-5.2404
។	-5.36957
▁#	-5.40714
▁ការ	-5.43147
▁160;	-5.50266
▁និង	-5.55042
▁/	-5.59918
/	-5.59995
▁បាន	-5.60309
▁-	-5.60796
e	-5.64501
gt	-5.65636
▁1	-5.72707
និង	-5.80794
▁អ្នក	-5.8648
▁ដែល	-5.917
ការ	-5.94325
ស	-6.01087
%	-6.02236
▁នៅ	-6.07937
រ	-6.08371
ក	-6.10615
y	-6.11175
▁S	-6.14278
p	-6.19926
2	-6.2232
▁2	-6.22646
ន	-6.23658
នៃ	-6.23671
▁របស់	-6.28922
▁ជា	-6.30486
ប	-6.31968
S	-6.33706
D	-6.3568
in	-6.38717
▁3	-6.39187
ល	-6.39327
er	-6.39468
▁ក្នុង	-6.40343
▁មាន	-6.41119
d	-6.41209
ត	-6.41265
សម្រាប់	-6.45703
b	-6.46092
m	-6.46106
បាន	-6.47091
lt	-6.47782
▁P	-6.47939
ម	-6.48216
"	-6.49559
▁នេះ	-6.50027
▁C	-6.5021
មាន	-6.50238
▁សម្រាប់	-6.52192
A	-6.52459
នៅ	-6.53956
▁_	-6.54086
com	-6.55033
▁កម្មវិធី	-6.55391
n	-6.55928
ជា	-6.57767
t	-6.58837
នេះ	-6.59574
▁ដោយ	-6.59582
របស់	-6.60005
ង	-6.60551
ដែល	-6.62025
x	-6.62293
3	-6.62522
o	-6.63204
c	-6.63417
a	-6.64915
ing	-6.64916
C	-6.65114
▁A	-6.6629
▁៖	-6.67122
i	-6.67251
ពី	-6.67548
r	-6.67705
▁K	-6.67876
4	-6.68352
▁ត្រូវ	-6.69409
▁F	-6.70392
!	-6.71354
▁ឬ	-6.72369
▁start	-6.73401
▁T	-6.73715
▁មិន	-6.74493
"&	-6.74587
▁dur	-6.74892
▁B	-6.75017
▁5	-6.75445
▁4	-6.76406
="	-6.76517
P	-6.77277
អ្នក	-6.77345
al	-6.77797
មួយ	-6.80009
f	-6.80157
នៅក្នុង	-6.80393
B	-6.80824
?	-6.81008
្	-6.81246
g	-6.8222
w	-6.82674
M	-6.83196
▁អាច	-6.84135
▁ទៅ	-6.85528
▁kgm	-6.8642
ច	-6.86838
▁ប្រើ	-6.87251
k	-6.87988
v	-6.8827
▁ដើម្បី	-6.89747
://	-6.89815
▁នឹង	-6.90464
ដោយ	-6.90942
re	-6.91114
▁វា	-6.91583
T	-6.93026
▁ឯកសារ	-6.93244
L	-6.94049
▁...	-6.9454
