<unk>	0
<s>	0
</s>	0
,	-3.44
.	-3.69343
▁	-3.79394
▁ਹੈ	-4.17573
:	-4.34794
▁ਦੇ	-4.46813
▁ਨੂੰ	-4.56319
▁ਲਈ	-4.57165
▁ਅਤੇ	-4.59128
-	-4.59795
)	-4.78076
▁ਦੀ	-4.80704
▁(	-5.14906
s	-5.21228
▁ਵਿੱਚ	-5.26086
▁ਦਾ	-5.39611
▁ਨਾਲ	-5.40497
▁ਇੱਕ	-5.41196
▁ਕਰਨ	-5.45568
▁ਹਨ	-5.52042
▁-	-5.54687
▁/	-5.5998
▁ਇਸ	-5.63025
▁'	-5.68865
ਾਂ	-5.70109
▁ਕਿ	-5.77548
▁ਇਹ	-5.7851
▁1	-5.78729
ੀ	-5.82385
▁ਤੇ	-5.86573
;	-5.87144
।	-5.88898
ਤੇ	-5.90277
ਨ	-5.91391
/	-5.93353
▁ਕਰੋ	-5.93406
▁ਹੋ	-5.93551
▁kgm	-6.01328
▁ਵਿਚ	-6.06491
▁ਨਹੀਂ	-6.07707
▁ਤੋਂ	-6.09055
ਸ	-6.11729
▁ਜੋ	-6.15319
▁#	-6.15505
▁ਵੀ	-6.16788
(	-6.21206
_	-6.22738
▁।	-6.2454
▁ਕੀਤਾ	-6.25645
▁ਕਰ	-6.27179
▁2	-6.2755
▁in	-6.28497
ਰ	-6.28737
com	-6.31101
▁ਤੁਹਾਨੂੰ	-6.32219
▁ਟੈਟੂ	-6.3481
ਲ	-6.3521
ਕ	-6.35235
▁S	-6.39691
▁ਆਪਣੇ	-6.4142
"	-6.41907
▁ਜਾ	-6.434
▁ਸੀ	-6.4821
▁_	-6.48422
Name	-6.4846
!	-6.49025
▁C	-6.5049
ਾ	-6.50634
▁ਹੋਰ	-6.51786
▁ਗਿਆ	-6.51791
▁"	-6.53054
@	-6.55615
▁&	-6.58901
ਜ਼	-6.61914
%	-6.62217
▁ਸਾਡੇ	-6.62449
▁ਤੁਸੀਂ	-6.63324
▁3	-6.63935
ੇ	-6.66649
▁ਨੇ	-6.68202
2	-6.70212
?	-6.70928
▁ਜ	-6.71509
▁ਜਾਂ	-6.71966
▁ਪੰਜਾਬੀ	-6.72386
▁ਸਕਦਾ	-6.72444
▁ਕੇ	-6.72448
3	-6.73737
▁ਕੋਈ	-6.73777
A	-6.74688
ਮ	-6.7559
▁ਹੀ	-6.76254
C	-6.79145
▁ਬਹੁਤ	-6.81308
▁ਨਾ	-6.81382
▁ਸਾਰੇ	-6.83622
4	-6.84486
▁ਬਾਰੇ	-6.85307
▁5	-6.85625
▁4	-6.87083
▁ਸਾਨੂੰ	-6.87427
a	-6.87936
▁ਕੀ	-6.88009
